Geo Point;Geo Shape;clasif_15;vel_15;clasif_19;vel_19;Nombre;Inicia;Termina;Shape_Leng;Mixta
19.3685879432, -99.145891095;"{""type"": ""LineString"", ""coordinates"": [[-99.16488482341546, 19.370625543308524], [-99.1646309989711, 19.370569796076737], [-99.16420775672441, 19.370490819221562], [-99.16399228458445, 19.370450561656693], [-99.16380770490663, 19.37044619294828], [-99.16351493092056, 19.370507316031503], [-99.1631203640818, 19.37062434873417], [-99.1626278583085, 19.370740505644097], [-99.16250402893192, 19.370801661343712], [-99.16233030239425, 19.37086634172789], [-99.16223795675097, 19.37092441998315], [-99.1620532669431, 19.370992178035983], [-99.16188909875639, 19.371030897097], [-99.16177623183941, 19.371059935763046], [-99.16163258441198, 19.371079295643376], [-99.16132476832196, 19.371047179072463], [-99.16118725891296, 19.371026704004795], [-99.1609553880524, 19.370992177974752], [-99.15912900963404, 19.370701787102895], [-99.15856467902465, 19.37061466935418], [-99.15731918914577, 19.370412056705547], [-99.15673618376907, 19.370321593864688], [-99.15637918158497, 19.370266198652914], [-99.15514861789703, 19.370073927680355], [-99.1551430703878, 19.370073187735564], [-99.15397821254551, 19.36991772679085], [-99.15283929126142, 19.369733811589846], [-99.1523673062879, 19.36965637265934], [-99.15130020902059, 19.36949181604891], [-99.1500330471837, 19.36930790303387], [-99.14996633693846, 19.369298220317123], [-99.14902236661601, 19.36913366361231], [-99.1480578740103, 19.36898846574142], [-99.14691895341497, 19.368823909253507], [-99.14549273682685, 19.368575972312982], [-99.1449899695134, 19.368514153452377], [-99.14387156934136, 19.368320556289547], [-99.14213753585211, 19.368049519775866], [-99.14187714755428, 19.368014426816085], [-99.14156294543311, 19.36797208133273], [-99.14063949526363, 19.367807522921545], [-99.13939796825878, 19.367565525324093], [-99.13826930805816, 19.367333207385762], [-99.13772900162233, 19.36724052911916], [-99.13747924538153, 19.36719768768431], [-99.13693543600404, 19.367100888690732], [-99.1362992823175, 19.367023449164385], [-99.13559130406597, 19.366926649693678], [-99.13436003750589, 19.366762090431596], [-99.13333398256823, 19.36661689051417], [-99.13294408125952, 19.36659753126862], [-99.13221558274849, 19.366510410776787], [-99.13008138723357, 19.366297451367263], [-99.12990418856957, 19.36627834560028], [-99.12972226843422, 19.366258731513337], [-99.12956835998031, 19.366229691280857], [-99.12901429054972, 19.36619097130432], [-99.12841754716536, 19.36613949466702], [-99.12783432665405, 19.366081959713746], [-99.12766861574838, 19.366066137799887], [-99.12754447143014, 19.36604577157976], [-99.12729051747894, 19.36603609142242], [-99.12723899980557, 19.366036413014555], [-99.12716684939043, 19.366053857533704], [-99.12709075599348, 19.366086271463125], [-99.12707170283738, 19.36609585256121], [-99.12683034291115, 19.365977856252815]]}";Eje Vial;50;Eje Vial;50;Eje 7 Sur Municipio Libre;Circuito Interior Rio Churubusco;Av. Universidad;6.95733185118;No
19.3804686214, -99.0776313655;"{""type"": ""LineString"", ""coordinates"": [[-99.07084222823008, 19.405226381756734], [-99.07087404273928, 19.40510294900702], [-99.0712185007922, 19.403592074473043], [-99.0713155052591, 19.403193194018634], [-99.07178892072774, 19.40105059738758], [-99.07208248219638, 19.399892681071268], [-99.07249346772794, 19.39814068648225], [-99.07267649793148, 19.397234166125358], [-99.07285014979817, 19.39661019379818], [-99.0731072787634, 19.395472383411953], [-99.07376378909686, 19.39259761591271], [-99.0738438514843, 19.392270362896447], [-99.07389188883512, 19.391978351126014], [-99.07404667569443, 19.391318806063808], [-99.07412140021651, 19.39099658521458], [-99.0742655122758, 19.3904024878273], [-99.07446833638559, 19.38950717938029], [-99.07466582397872, 19.388826608939773], [-99.07487179769909, 19.387878220748267], [-99.07487808424418, 19.387849274405838], [-99.07502536532124, 19.387108279054516], [-99.07577354281497, 19.384188341683323], [-99.07580017642759, 19.384093474166125], [-99.07584702785702, 19.383926592610088], [-99.07605254219946, 19.38321651375926], [-99.07626930923959, 19.382467556853214], [-99.07659644370972, 19.381423852138457], [-99.07690901023456, 19.380345191168256], [-99.07732551579187, 19.378868681251255], [-99.07734748086213, 19.378790812807715], [-99.07803663508854, 19.376338121279424], [-99.07846751622483, 19.37480853039077], [-99.0785716947917, 19.37435177952738], [-99.07878197997294, 19.374069350371588], [-99.07883439824262, 19.37400353966283], [-99.07927679011958, 19.37367508071768], [-99.07959139142812, 19.37340376080024], [-99.07972042052059, 19.373228111168757], [-99.07988054434557, 19.372800113394057], [-99.07990162207572, 19.372738444368224], [-99.08026463942122, 19.371676310926823], [-99.08061711729995, 19.370645001273243], [-99.0807612298462, 19.370257279078285], [-99.08105734092003, 19.36946380496258], [-99.08187962326204, 19.367360463412037], [-99.08248275913388, 19.36574437020832], [-99.083108571459, 19.36397417629081], [-99.08406513194487, 19.361535811255436], [-99.08430972625243, 19.36076214489945], [-99.08534364930446, 19.358844428400793], [-99.08581868607682, 19.3580191551987], [-99.08662477971272, 19.35651955703701]]}";Eje Vial;50;Eje Vial;50;Eje 5 Oriente Av. Lic. Javier Rojo Gomez;Calzada Gral. Ignacio Zaragoza;Eje 8 Sur Calzada Ermita Iztapalapa;6.67319010255;No
19.3950678845, -99.1569761145;"{""type"": ""LineString"", ""coordinates"": [[-99.15369076797299, 19.425862538652474], [-99.15371894488088, 19.425636671438625], [-99.15380347467338, 19.42490592262575], [-99.15401550340648, 19.4217972647141], [-99.15420264402583, 19.419351568420907], [-99.15421273926863, 19.41921963863368], [-99.15422612358267, 19.418860511455932], [-99.15438109452863, 19.417438810708475], [-99.15445153582723, 19.416362561717907], [-99.1544934943082, 19.4159485729839], [-99.15458017005172, 19.415093378308335], [-99.15463468380342, 19.414555509713754], [-99.15473330246058, 19.413319793860197], [-99.15483191998003, 19.41132668446999], [-99.15520517857767, 19.406558968857638], [-99.15520536584667, 19.4065565765351], [-99.15540171390305, 19.404058097785303], [-99.15542362943721, 19.40377921986499], [-99.15558596483856, 19.401775615529726], [-99.15591671941853, 19.397693157470485], [-99.15602199242511, 19.395902588974522], [-99.15633936926045, 19.392005538799307], [-99.15643798737526, 19.390729784898145], [-99.15690290122062, 19.38746061781289], [-99.15743400114498, 19.385224503291212], [-99.1574805217666, 19.385028633297836], [-99.15804405305283, 19.3827693809917], [-99.15858256549978, 19.38109865079239], [-99.15867802730952, 19.380802476319953], [-99.15911476403647, 19.379539924260264], [-99.15915719692651, 19.379353122613868], [-99.1592033363878, 19.379150003603687], [-99.15928382368024, 19.378795677895216], [-99.15976282670741, 19.37677556448146], [-99.16025591671004, 19.374782007563113], [-99.16088989103893, 19.372296671411256], [-99.16118725891296, 19.371026704004795], [-99.16162762556087, 19.369145992519584], [-99.16193242484471, 19.367844237281005], [-99.16259457558202, 19.365066388166696], [-99.16269119043528, 19.36467141124522]]}";Eje Vial;50;Eje Vial;50;Eje 1 Poniente Av. Cuauhtemoc;Eje 1 Sur Av. Chapultepec;Eje 8 Sur Av. Popocatepetl;12.4009342876;No
19.4016589706, -99.1644199294;"{""type"": ""LineString"", ""coordinates"": [[-99.19213948981039, 19.39987512360248], [-99.1909268123367, 19.39972525414082], [-99.1898584385686, 19.399623567995793], [-99.18877738666086, 19.399670559688055], [-99.18797169815362, 19.399705578880706], [-99.18702398087086, 19.399795789307856], [-99.18611104187798, 19.400000814572564], [-99.18575678931694, 19.400018423604195], [-99.18491710524962, 19.399949355734083], [-99.18209411026241, 19.399795789488238], [-99.18012388856536, 19.39967577196845], [-99.17819020939, 19.399557960187497], [-99.17721640870057, 19.399229918825387], [-99.1756513700325, 19.398360607363603], [-99.1750688277093, 19.398336004115997], [-99.17055193031035, 19.399746499186463], [-99.17023923820965, 19.399844138945326], [-99.16786255301359, 19.40042205339114], [-99.16778126726652, 19.40044181791495], [-99.16432223251513, 19.40171481410925], [-99.1622701454131, 19.402403967554957], [-99.16036616413452, 19.403043356330244], [-99.1603628010504, 19.40304428561669], [-99.15671440779717, 19.404052057122843], [-99.15540171390305, 19.404058097785303], [-99.15493200327096, 19.404060257435663], [-99.15022819395072, 19.40403565477747], [-99.15022608617544, 19.404035625792933], [-99.14726331645895, 19.40399465080887], [-99.14498531643493, 19.403888040470335], [-99.14498298379614, 19.40388790948325], [-99.13731249000577, 19.403456716388035], [-99.13649603768198, 19.40341462935544]]}";Via de acceso controlado;80;Via de acceso controlado;80;Viaducto Miguel Aleman;Ferrocarril de Cuernavaca;Calzada de Tlalpan;5.98588420274;No
19.337641563, -99.1960224631;"{""type"": ""LineString"", ""coordinates"": [[-99.20141734753935, 19.335682895918968], [-99.20124150073731, 19.335870466338466], [-99.2009102384192, 19.33618304283986], [-99.2004781577963, 19.336359716297398], [-99.19921071920454, 19.3367130630063], [-99.19830334879832, 19.33697127685707], [-99.19759761718016, 19.337107179073275], [-99.19712232775528, 19.337215901028046], [-99.19660383033825, 19.337406163222962], [-99.19604212480529, 19.337976949400215], [-99.19552362752445, 19.338167211245814], [-99.19383851068021, 19.338534143783107], [-99.19320479222434, 19.33843901296406], [-99.19297434847415, 19.33839824304567], [-99.19268629444703, 19.338493373596364], [-99.19218219973956, 19.338697224550216], [-99.1921154576532, 19.338698904454606], [-99.19110199736222, 19.338724404920786], [-99.19043947302684, 19.338697224553712], [-99.19038374909452, 19.338679197294212]]}";Eje Vial;50;Eje Vial;50;Eje 10 Sur Rio de La Magdalena;Av. de los Insurgentes Sur;Fraternidad;6.56593225546;No
19.4875492057, -99.1747739885;"{""type"": ""LineString"", ""coordinates"": [[-99.1774195868821, 19.50630813320397], [-99.17725568143793, 19.505706693289703], [-99.17629566495708, 19.50338920063418], [-99.17593858574612, 19.502489783543872], [-99.17564004425586, 19.501656576505088], [-99.1752627218608, 19.500694029451434], [-99.1747034426834, 19.499267290850923], [-99.17368488785681, 19.496695872704457], [-99.17325170996072, 19.495603283467975], [-99.1729882905127, 19.494968695311755], [-99.17292389950555, 19.494681750006944], [-99.17325170974883, 19.49211025872842], [-99.17343840652691, 19.490722517630974], [-99.17376098717298, 19.48832468500555], [-99.17439319294851, 19.48361190693117], [-99.17477368747184, 19.480322815471872], [-99.17508979087482, 19.477386857130977], [-99.17541174696359, 19.474423252374795], [-99.17580157944215, 19.4711373883141], [-99.1760029771624, 19.469406523289095], [-99.17611179833627, 19.468694291531968], [-99.17623441682147, 19.468286727]]}";Arteria principal;50;Arteria principal;50;Av. de las Granjas;Poniente 150;Calzada Camarones;4.31314948385;No
19.5290661914, -99.1674791144;"{""type"": ""LineString"", ""coordinates"": [[-99.1588542555479, 19.526422477394053], [-99.15971528054925, 19.526761358069585], [-99.1621036646852, 19.52749304250115], [-99.16274314476664, 19.52765960440216], [-99.16676443376406, 19.528757130867856], [-99.16804934239713, 19.529170562872697], [-99.17008973067766, 19.529842760497637], [-99.17191596671275, 19.530431677212427], [-99.17494977917816, 19.531398332913632], [-99.17521121395824, 19.531475751096952], [-99.1755030040295, 19.53153812604898], [-99.17584505161925, 19.53157381832423], [-99.1761288274129, 19.53157786540014]]}";Via de acceso controlado;80;Via de acceso controlado;80;Anillo Periferico Acueducto de Tenayuca;Limite Estado de Mexico;Eje Central Av. de los 100 Metros;5.89480043914;No
19.3626878244, -99.0535785087;"{""type"": ""LineString"", ""coordinates"": [[-99.04034628199423, 19.361216223426524], [-99.04049743938727, 19.361201843083844], [-99.04156560929506, 19.361067699035317], [-99.04203924400328, 19.361058025780267], [-99.04244738431264, 19.361081842411135], [-99.04296638728677, 19.361148672365612], [-99.0443082102375, 19.36141302384403], [-99.04865691712902, 19.36225171010804], [-99.05036276292516, 19.362433046566554], [-99.0569218625405, 19.363113058170608], [-99.05710946537474, 19.36313388197221], [-99.05896407273933, 19.363339727721822], [-99.06192961768946, 19.363703402846056], [-99.0667004456098, 19.364201070382038], [-99.0668493603834, 19.36422916882899]]}";Eje Vial;50;Eje Vial;50;Eje 6 Sur Av. Luis Mendez;Albarrada;Av. Guelatao;17.82602622735;No
19.4045672717, -99.2007163659;"{""type"": ""LineString"", ""coordinates"": [[-99.20080374730964, 19.407135935726153], [-99.20068606567146, 19.406096930198597], [-99.20062791034064, 19.40525358557556], [-99.20073840476647, 19.40466617648365], [-99.20078862947523, 19.40437247112319], [-99.20080871943524, 19.404059816305246], [-99.20077858400028, 19.403074476302184], [-99.2007183146445, 19.40272392123193], [-99.20047709346639, 19.40202945184854]]}";Eje Vial;50;Eje Vial;50;Eje 5 Poniente Camino de los Toros;Av. Observatorio;Av. Constituyentes;6.5232526944;No
19.4236911519, -99.1886274;"{""type"": ""LineString"", ""coordinates"": [[-99.1308551190135, 19.45312613413132], [-99.13153926522654, 19.452204324379576], [-99.13254423398855, 19.450884208078442], [-99.13430116686631, 19.448761014617205], [-99.13475326396653, 19.448207790099307], [-99.13518895526151, 19.447762447691215], [-99.13584330035569, 19.447159071152218], [-99.13847700966251, 19.44478016667302], [-99.13936605110456, 19.44402578935443], [-99.13983544935937, 19.443577630869168], [-99.14241371152704, 19.441172531706687], [-99.14373056673294, 19.440061468638316], [-99.14482563504254, 19.439081112286946], [-99.14662297492741, 19.437397052352285], [-99.14696116224248, 19.437164490340113], [-99.1474015690628, 19.436874172709697], [-99.14896087327138, 19.435893395653885], [-99.14973914498519, 19.435537458252757], [-99.15042292007709, 19.435112231792168], [-99.15127129120576, 19.434715186864842], [-99.15287923996846, 19.4339962355258], [-99.15470897449637, 19.433133490292597], [-99.1572733758772, 19.431904723529883], [-99.15972804537503, 19.430725666850165], [-99.16023976393845, 19.430479865849144], [-99.16249920855033, 19.429394873380687], [-99.16754484070904, 19.427028781243205], [-99.16766350372455, 19.426974063314326], [-99.17131520349763, 19.425290139351798], [-99.17164090111919, 19.425132588412943], [-99.17188345804047, 19.425015254487672], [-99.1745311003423, 19.423734497131175], [-99.17531681906704, 19.423416862287766], [-99.1754865281245, 19.423370378926144], [-99.17566788224823, 19.423347154120076], [-99.17576951563856, 19.423338298698575], [-99.17606345820127, 19.423343247423254], [-99.17766677853633, 19.423571853454703], [-99.17799650777386, 19.423616842359355], [-99.18065793991119, 19.42404824092552], [-99.18739469058569, 19.425067906003726], [-99.1919379878363, 19.42578003956153], [-99.19239873782713, 19.425852259152077], [-99.19920479590733, 19.42687191289233], [-99.20136720958214, 19.42723793991852], [-99.20224049260617, 19.42747324385124], [-99.20264262267219, 19.427477869896258], [-99.20337714581008, 19.427486316310834], [-99.2036405164155, 19.427499388070007], [-99.20425042817884, 19.42746017100355], [-99.20483261650052, 19.427329446978188], [-99.20517915729431, 19.4271856504005], [-99.20589996170104, 19.42676733298601], [-99.20753563404645, 19.42556466293152], [-99.20825643858794, 19.42512019603462], [-99.20912972110024, 19.42475416372217], [-99.21136144303719, 19.424231258321846], [-99.21589419470911, 19.423093933108714], [-99.21637935126456, 19.422950132954785], [-99.21664272214898, 19.422897842303925], [-99.2170031248819, 19.4226625319901], [-99.21759917469443, 19.42204811030583], [-99.21782096063812, 19.421499051167867], [-99.21786254540281, 19.420766968408422], [-99.21783482184492, 19.419943371968152], [-99.21783482264749, 19.419342012667606], [-99.2182922558538, 19.417799386240166], [-99.21926256972397, 19.414792529068073], [-99.21991406622561, 19.413341374381], [-99.22130022863567, 19.411367259520876], [-99.22263094551361, 19.409536933593547], [-99.22328244176632, 19.408294914143113], [-99.22386462975999, 19.407039812226348], [-99.22412800090393, 19.406804478930578], [-99.22429434059104, 19.406621442392446], [-99.22480722038937, 19.40643840482238], [-99.2250567299914, 19.406438405080593], [-99.22587456539276, 19.40652992356082], [-99.22660923177773, 19.40668681256625], [-99.22706848923657, 19.406746880942457], [-99.22713508670012, 19.40675039363299], [-99.2272047073448, 19.40674780238952], [-99.22729823351327, 19.40674584907297], [-99.22737150053513, 19.406740801404606], [-99.22748251486703, 19.40671296065797], [-99.22782905478785, 19.40658221964347], [-99.22800925587553, 19.406503775522967], [-99.22937855666133, 19.404882585382598], [-99.22971423676164, 19.404490355006995], [-99.23191823453352, 19.40194085805969], [-99.23344301382176, 19.40012350070036], [-99.23480145299766, 19.39880296129635], [-99.23541136490155, 19.398136150998297], [-99.23585493722558, 19.39766545916596], [-99.2362014777966, 19.397403963335375], [-99.23769853313631, 19.39652794810566], [-99.23812824362722, 19.396188001503376], [-99.23915400438112, 19.395142005056563], [-99.2396114381653, 19.39457977932113], [-99.23969460757725, 19.39430520343776], [-99.23958371492206, 19.393494547740097], [-99.23928984086584, 19.39206935388626], [-99.23919610394259, 19.39164275688829], [-99.23912305099952, 19.391126879944526], [-99.23909939561804, 19.39053547885584]]}";Arteria principal;50;Arteria principal;50;Paseo de la Reforma;Av. Constituyentes;Eje 2 Norte Manuel Gonzalez;14.97173403523;No
